11,9,0,73,22,449,42,44,4,1,49,265,83,0,0,14,17,107,48,28,20,31,36,5,91,114,62,50,10,56,0,14,42,15,92,12,377,80,2,0,105,19,30,97,0,17,30,3,69,282,12,8,0,64,88,7,27,0
29,5,0,56,14,480,36,45,6,0,59,249,78,0,1,11,11,126,50,18,27,33,41,6,68,125,63,49,6,52,6,17,49,16,109,14,327,63,4,0,91,28,37,97,0,9,34,1,56,243,23,2,0,55,66,12,33,1
34,8,0,72,26,716,53,25,5,0,84,329,105,0,0,20,10,133,55,26,24,36,42,8,96,123,60,50,14,77,1,17,52,23,121,17,504,99,1,0,113,29,57,126,0,19,25,2,76,351,22,4,0,81,85,12,24,1
18,8,0,58,11,475,33,27,3,1,45,171,47,0,1,23,6,76,49,12,11,29,33,2,61,72,46,33,9,31,5,7,37,14,55,10,242,70,0,0,78,22,30,54,0,7,21,0,38,226,10,6,0,46,52,2,21,1
14,2,0,63,16,425,31,32,6,0,41,240,60,0,1,13,4,79,32,11,25,26,35,2,78,88,56,33,8,33,2,11,48,26,87,15,296,74,1,0,84,25,22,90,0,17,19,1,48,227,17,5,0,64,51,8,13,0
14,1,0,43,7,271,19,22,0,0,25,136,38,0,2,4,4,62,17,6,14,21,22,3,45,50,30,18,2,19,3,7,25,8,50,2,206,42,0,0,43,8,18,45,0,11,9,1,20,174,9,4,0,28,37,4,19,0
12,5,0,33,7,322,24,22,1,0,30,196,50,0,2,7,6,71,20,11,9,31,16,2,39,59,50,13,5,28,1,4,36,10,58,6,266,62,1,0,56,18,19,55,0,4,21,2,38,178,11,7,0,37,34,3,7,2
15,5,0,40,8,398,28,13,1,0,38,199,48,0,0,7,4,82,32,15,20,16,26,11,82,84,51,24,9,43,1,3,37,17,73,14,282,56,0,0,65,18,23,82,0,9,14,1,57,178,14,1,0,45,50,6,11,0
17,2,0,60,17,470,38,32,3,0,71,275,74,0,3,12,10,115,43,17,33,33,60,5,87,104,62,50,17,55,2,7,37,14,110,10,348,80,0,0,115,25,21,101,0,8,25,4,53,290,21,6,0,82,56,4,17,2
19,3,0,34,11,435,31,44,3,0,54,239,55,0,0,14,7,107,33,24,21,24,33,3,79,97,72,34,11,37,2,19,30,16,99,8,354,82,3,0,94,16,24,51,0,10,23,2,59,224,19,5,0,58,66,3,26,1
22,4,0,50,12,420,44,37,2,0,54,211,54,0,0,12,6,66,32,23,20,29,33,4,79,85,56,27,7,33,2,10,32,16,77,5,281,56,0,0,73,17,26,55,0,13,28,7,38,207,21,8,0,35,58,3,24,2
22,1,0,62,12,492,35,37,3,0,45,248,52,0,0,19,8,90,31,16,19,18,34,4,68,101,44,38,9,41,3,16,48,15,84,9,376,55,3,0,82,31,22,75,0,15,25,1,42,290,27,1,0,55,66,12,19,2
16,5,0,42,8,434,38,16,4,0,35,210,30,0,0,14,3,70,19,11,12,19,21,3,37,73,42,27,4,29,1,8,33,5,64,9,274,38,0,0,61,13,27,43,0,5,20,0,46,145,14,2,0,43,53,4,7,0
25,3,0,52,11,415,25,34,2,0,34,243,54,0,0,12,6,97,34,18,15,17,36,5,68,98,50,29,6,33,3,6,30,10,77,7,390,53,1,0,81,14,29,55,0,15,12,1,46,208,17,5,0,40,61,5,27,1
17,2,0,62,18,413,39,16,5,0,56,169,68,0,0,19,8,87,22,16,9,19,32,1,75,94,48,21,6,34,3,7,37,15,67,17,347,72,5,0,87,18,24,110,0,5,23,5,50,185,19,3,0,35,52,3,23,0
24,5,0,61,12,454,36,24,3,0,51,182,86,0,0,19,6,84,30,14,23,20,32,2,91,109,46,31,8,47,0,13,27,15,94,13,345,54,0,0,81,14,22,108,0,12,34,2,53,200,16,4,0,41,67,6,22,0
20,5,0,75,14,465,35,27,1,0,43,174,59,0,0,17,3,101,48,13,19,25,29,6,104,88,57,39,8,40,4,18,41,20,87,15,363,65,4,0,95,35,25,97,0,11,31,4,50,260,9,2,0,52,59,6,28,0
16,2,0,40,14,421,38,33,7,0,53,210,71,0,0,15,4,123,40,20,18,19,29,5,73,88,62,26,3,40,6,12,50,18,76,11,417,81,2,0,81,24,25,89,0,12,26,3,52,238,16,3,0,44,55,5,19,0
11,7,0,50,17,480,49,19,7,0,69,193,71,0,0,14,10,85,30,11,26,19,26,5,89,104,60,37,5,48,2,10,46,23,88,19,302,74,3,0,79,23,23,69,0,11,17,1,54,250,17,5,0,40,62,6,21,0
16,1,0,35,9,353,26,24,4,0,35,134,43,0,0,11,4,81,29,11,5,15,17,3,66,50,32,16,13,24,1,4,28,15,64,8,215,50,1,0,50,11,10,45,0,6,9,0,33,143,7,2,0,45,41,2,24,0
5,0,0,16,7,213,22,10,1,0,27,93,29,0,0,15,2,56,21,10,8,13,10,3,51,50,32,15,2,24,1,8,12,7,47,5,161,25,0,0,38,9,17,41,0,0,8,0,16,119,5,2,0,29,25,0,12,0
23,0,0,39,13,466,42,28,5,0,58,162,64,0,1,13,3,89,31,25,16,18,43,4,84,74,46,35,7,40,1,15,35,13,64,6,334,74,1,0,88,15,19,64,0,8,23,3,54,284,13,2,0,44,48,6,23,0
19,2,0,48,11,407,22,23,3,0,43,190,58,0,0,16,7,95,44,16,18,20,27,4,97,69,35,26,7,27,1,13,33,16,75,10,324,58,5,0,87,18,18,74,0,8,15,0,48,209,10,0,0,54,47,8,16,1
11,3,0,43,18,288,26,17,2,0,52,142,51,0,0,11,4,73,26,8,10,11,22,3,68,53,46,28,6,23,0,7,23,6,58,11,285,47,5,0,62,13,17,38,0,4,17,4,32,180,12,4,0,49,40,5,8,1
13,1,0,43,6,306,21,15,1,0,37,115,43,0,0,11,8,53,26,4,13,16,14,2,43,69,31,23,4,28,3,5,23,8,44,5,203,33,0,0,63,17,17,45,0,6,14,1,17,133,15,1,0,40,55,5,10,2
9,2,0,36,11,258,18,17,7,0,33,88,36,0,0,10,6,74,21,7,10,18,27,4,49,46,30,19,7,25,0,13,19,10,41,11,187,36,1,0,47,11,10,41,0,6,17,1,23,113,7,2,0,30,41,4,4,1
19,1,0,33,11,211,17,11,3,0,36,76,50,0,0,6,1,71,19,8,7,13,11,2,39,45,26,9,3,25,2,8,25,3,40,8,213,41,0,0,38,7,5,45,0,6,11,0,29,123,6,3,0,30,29,0,4,0
6,0,0,20,5,180,12,6,0,0,16,64,32,0,0,8,2,31,10,1,11,7,10,0,31,19,14,5,4,15,0,5,21,1,26,2,141,27,1,0,31,11,10,18,0,1,5,1,11,79,4,4,0,22,17,1,2,1
11,1,0,37,15,249,21,18,1,0,30,99,58,0,0,6,2,53,19,9,8,12,12,2,39,67,24,12,3,20,0,5,18,13,37,9,254,41,0,0,37,9,11,39,0,8,11,0,22,128,8,1,0,42,33,2,6,0
12,1,0,35,6,218,16,15,1,0,21,73,36,0,1,8,2,61,21,7,6,5,13,5,25,45,28,16,3,25,0,5,10,5,29,2,232,25,1,1,47,14,16,38,0,7,6,0,21,123,12,0,0,20,18,4,7,0
11,3,0,43,13,298,33,18,1,0,45,101,42,0,0,15,6,85,23,11,14,11,25,3,65,89,42,31,6,29,2,5,16,21,62,7,246,49,2,0,77,6,16,50,0,8,8,1,33,238,13,2,0,31,38,3,11,0
9,0,0,36,12,224,20,19,4,0,32,89,47,0,0,5,0,67,19,14,6,15,25,2,47,66,30,23,4,22,2,16,21,13,35,2,227,46,0,1,51,7,9,45,0,8,11,0,28,130,11,6,0,40,18,3,8,0
9,0,0,25,8,215,16,19,0,0,26,118,33,0,1,7,4,47,14,10,4,8,14,1,35,48,23,11,0,13,0,8,22,11,38,2,174,28,0,0,39,7,19,41,0,7,12,0,21,106,8,1,0,24,33,2,10,0
8,1,0,35,7,204,11,16,2,0,25,87,35,0,0,8,8,35,20,8,5,10,9,3,32,39,20,9,3,12,1,4,26,4,37,2,190,30,0,0,24,2,14,30,0,6,10,0,17,99,7,4,0,30,29,3,6,0
8,0,0,26,7,223,26,18,2,0,33,80,32,0,0,7,2,49,15,6,6,5,12,5,39,34,17,15,7,27,1,7,12,10,34,8,143,25,1,0,42,10,11,36,0,7,5,0,16,101,5,1,0,21,27,2,14,0
23,2,0,55,7,311,30,24,4,0,44,157,53,0,0,7,3,75,38,18,7,15,22,2,87,56,47,28,6,28,4,15,22,18,72,8,291,40,3,0,61,7,20,66,0,9,15,0,20,161,10,1,0,35,43,0,13,1
21,0,0,36,12,276,21,13,3,0,29,90,33,0,0,11,7,65,25,9,9,15,11,1,42,53,26,22,7,20,0,4,26,7,41,8,295,46,0,0,43,8,18,59,0,6,8,0,23,136,8,4,0,46,31,2,10,0
8,2,0,32,13,198,12,14,0,0,35,95,36,0,0,9,4,47,20,8,13,7,18,4,29,49,17,20,1,22,2,5,16,8,28,7,130,31,1,0,37,11,11,31,0,9,10,1,23,102,9,3,0,27,29,4,8,0
25,2,0,32,17,382,33,30,2,0,48,157,62,0,1,22,2,105,35,7,11,16,23,4,57,82,28,41,3,39,0,8,23,13,68,10,387,60,1,0,67,19,18,75,0,4,12,2,31,173,18,2,0,51,58,3,13,0
11,0,0,26,9,233,21,13,0,0,48,111,31,0,0,22,5,48,28,9,14,9,15,3,41,50,41,19,0,21,2,3,12,8,56,7,249,48,1,0,41,11,14,35,0,9,14,2,11,114,7,3,0,42,29,5,12,1
4,2,0,27,8,203,17,17,1,0,23,72,36,0,0,10,1,43,19,3,5,13,14,3,17,42,26,6,2,17,0,0,21,4,30,6,150,29,1,0,32,2,10,30,0,4,8,0,17,99,6,0,0,16,35,3,5,1
9,0,0,25,3,195,14,22,1,0,28,63,37,0,0,11,2,54,11,4,4,2,10,2,29,33,32,18,2,20,0,4,15,6,19,2,148,16,1,0,39,7,5,39,0,3,8,3,24,92,5,2,0,25,17,2,11,0
10,1,0,30,2,206,11,17,2,0,32,84,40,0,0,4,6,47,21,12,8,16,18,2,31,48,22,23,5,14,0,3,14,6,38,7,170,21,1,0,41,4,5,35,0,6,6,1,16,121,6,4,0,34,25,1,5,1
13,2,0,28,5,234,10,9,0,0,34,101,50,0,1,4,4,62,20,8,6,5,10,2,45,46,38,15,3,23,2,5,16,3,38,5,134,37,2,0,32,7,15,41,0,7,5,1,26,114,5,2,0,18,28,4,10,0
11,2,0,39,8,207,18,7,2,0,40,100,34,0,0,11,3,48,23,8,11,10,16,4,42,40,21,18,3,16,2,10,11,13,38,4,169,38,0,0,42,13,10,30,0,3,13,1,22,138,4,4,0,36,19,0,6,0
8,0,0,26,9,161,15,7,0,0,28,82,36,0,0,10,4,39,8,4,8,10,12,2,33,35,24,13,3,10,1,4,20,7,30,5,175,27,0,0,29,8,7,32,0,2,3,0,15,96,5,0,0,18,23,2,7,0
5,0,0,17,3,188,16,3,3,0,28,81,28,0,2,5,3,42,12,5,4,12,15,4,35,49,22,10,0,6,0,4,8,2,22,3,189,17,0,0,19,8,7,32,0,6,6,1,15,97,4,0,0,19,28,0,3,0
5,1,0,14,6,121,7,17,0,0,25,48,29,0,0,9,5,32,7,2,6,3,9,1,29,33,8,7,4,10,2,5,9,4,23,5,155,20,0,0,27,5,4,20,0,0,6,1,10,51,5,0,0,11,10,0,5,0
5,1,0,27,5,179,13,11,3,0,31,82,18,0,1,3,3,40,9,2,4,6,6,2,37,45,21,4,4,19,2,3,11,8,41,2,126,22,1,0,23,5,12,30,0,4,7,1,11,98,6,1,0,23,23,2,6,1
6,0,0,14,3,111,8,9,0,0,18,39,15,0,0,2,0,24,8,7,7,6,5,3,38,27,11,3,0,8,2,2,12,5,24,0,102,17,0,0,16,2,7,22,0,2,2,0,4,44,2,0,0,13,13,0,4,1
4,0,0,25,2,120,7,11,0,0,12,47,20,0,0,6,14,44,11,3,3,9,6,3,26,16,20,7,0,11,1,3,9,8,29,6,106,19,0,0,25,6,7,28,0,1,6,2,6,53,5,0,0,16,13,2,4,0
11,2,0,15,5,130,17,9,0,0,19,58,22,0,0,6,3,27,9,3,8,9,15,1,23,32,9,5,0,8,2,2,17,5,20,2,123,26,0,0,15,3,1,30,0,10,3,1,12,71,8,0,0,17,22,0,10,0
4,2,0,12,7,128,15,10,1,0,23,57,25,0,0,9,2,36,9,5,7,4,7,3,27,29,11,7,2,16,1,2,14,9,13,5,142,20,0,0,15,4,11,24,0,8,3,1,13,48,7,4,0,19,17,1,7,0
12,1,0,16,3,146,10,8,0,0,19,62,18,0,0,6,0,31,12,11,6,11,8,3,23,31,10,7,3,8,1,4,6,2,30,3,165,16,0,0,14,4,6,25,0,5,3,0,9,69,4,1,0,18,21,0,2,0
4,0,0,10,1,106,7,12,0,0,6,35,12,0,0,4,2,22,3,4,1,5,4,2,16,14,14,3,3,4,1,2,8,0,14,3,73,11,0,0,15,1,3,18,0,0,5,1,5,51,4,0,0,11,24,1,4,0
7,0,0,10,0,85,7,6,0,0,11,41,10,0,0,3,1,25,3,0,4,2,2,0,9,28,6,6,0,4,0,2,2,0,13,2,96,18,0,0,14,2,3,22,0,0,2,0,8,46,2,1,0,15,12,0,2,0
4,1,0,9,1,90,7,3,0,0,12,35,7,0,0,4,1,16,11,3,6,0,12,0,9,19,6,5,1,7,0,1,3,1,12,1,77,11,1,0,8,8,1,7,0,4,2,1,5,29,0,2,0,10,12,0,1,0
2,0,0,14,0,63,7,5,1,0,13,45,14,0,0,3,2,17,8,4,5,3,9,1,13,13,8,5,0,5,0,3,6,2,16,1,48,21,0,0,14,2,4,15,0,2,4,0,9,62,5,4,0,12,12,0,3,1
5,0,0,14,4,92,11,7,1,0,21,55,16,0,0,6,1,24,4,3,9,4,11,0,15,14,14,14,2,6,0,0,4,3,10,0,58,19,0,0,15,6,5,16,0,2,4,0,11,51,5,1,0,6,12,0,4,0
4,0,0,12,3,80,8,5,0,0,13,47,12,0,0,4,1,19,5,2,9,1,5,2,17,9,2,5,3,4,0,0,7,4,12,4,70,18,0,0,15,2,6,10,0,0,5,0,11,44,2,2,0,13,9,3,1,0
3,2,0,17,0,63,9,8,0,0,15,39,9,0,0,2,0,14,2,3,4,3,8,0,11,12,6,5,1,8,0,1,5,2,14,3,61,15,0,0,10,2,4,20,0,1,1,1,13,33,1,2,0,11,7,1,3,0
3,1,0,12,2,71,8,3,1,0,15,28,17,0,0,5,1,13,3,4,5,2,3,2,10,18,8,4,3,5,0,3,6,1,15,1,64,11,0,0,12,2,5,10,0,1,2,1,11,37,8,1,0,6,9,0,4,0
3,0,0,15,0,50,3,11,1,0,13,32,6,0,0,2,2,14,3,3,2,3,2,2,6,9,9,4,1,6,0,0,5,5,12,0,48,9,0,0,10,3,1,11,0,1,2,0,5,31,2,1,0,6,6,0,3,0
3,0,0,10,2,95,5,10,0,0,15,46,15,0,0,2,1,26,7,2,1,3,7,0,16,15,13,4,1,5,1,2,6,2,25,1,77,20,0,0,15,6,5,17,0,2,4,0,7,46,5,1,0,16,14,1,3,0
1,0,0,24,3,75,6,7,0,0,11,31,8,0,0,2,0,16,5,6,5,5,5,2,8,19,5,10,1,6,0,1,9,9,12,1,57,10,0,0,11,4,2,12,0,1,2,0,6,36,3,0,0,10,5,0,5,0
1,0,0,7,0,36,1,0,0,0,0,8,2,0,0,1,0,6,2,0,1,0,4,0,5,6,3,1,1,1,0,0,3,2,4,0,16,8,1,0,1,0,2,9,0,0,1,0,3,13,1,1,0,3,6,0,2,0
